policy_id,policy_group_id,start_date,end_date,line_of_business,coverage_term_months,underwriting_year,currency,ifrs_model_type,status
POL16065555,GRP01617,2023-06-14,2025-10-01,Health,28,2023,EUR,GMM,Active
POL59578077,GRP04128,2021-03-26,2021-11-21,Life,8,2021,EUR,PAA,Expired
POL14570768,GRP58809,2025-06-07,2027-11-24,Life,30,2025,EUR,GMM,Expired
POL71586298,GRP52133,2024-11-24,2025-06-22,Health,7,2024,EUR,PAA,Active
POL04420583,GRP49628,2021-12-31,2023-05-25,Motor,17,2021,USD,PAA,Active
POL60439002,GRP04660,2022-03-29,2022-12-24,Motor,9,2022,EUR,PAA,Cancelled
POL09164635,GRP54602,2023-08-30,2026-07-15,Life,35,2023,USD,PAA,Expired
POL64666854,GRP17925,2024-01-11,2024-08-08,Health,7,2024,GBP,GMM,Cancelled
POL49751318,GRP83641,2018-02-11,2019-01-07,Property,11,2018,GBP,GMM,Cancelled
POL20736661,GRP71582,2023-10-24,2026-07-10,Life,33,2023,GBP,PAA,Expired
POL80153783,GRP46179,2018-09-26,2020-05-18,Health,20,2018,GBP,PAA,Active
POL95363745,GRP65279,2019-08-18,2022-07-03,Health,35,2019,GBP,GMM,Active
POL67389631,GRP74384,2018-05-12,2019-09-04,Property,16,2018,USD,PAA,Active
POL36490739,GRP51672,2024-06-12,2025-08-06,Property,14,2024,EUR,PAA,Cancelled
POL06577926,GRP44467,2024-11-28,2026-03-23,Health,16,2024,USD,GMM,Active
POL05553061,GRP38219,2021-01-31,2021-10-28,Motor,9,2021,USD,PAA,Cancelled
POL87027438,GRP88754,2020-09-10,2023-02-27,Motor,30,2020,USD,GMM,Cancelled
POL98609874,GRP00903,2019-08-22,2021-09-10,Health,25,2019,EUR,GMM,Cancelled
POL99185338,GRP26932,2020-05-25,2021-07-19,Property,14,2020,USD,PAA,Active
POL62752416,GRP32724,2020-10-10,2021-07-07,Life,9,2020,USD,GMM,Cancelled
POL07440555,GRP00339,2021-07-27,2022-10-20,Property,15,2021,EUR,PAA,Cancelled
POL20680383,GRP45852,2023-05-12,2024-08-04,Life,15,2023,EUR,PAA,Cancelled
POL59420998,GRP44603,2024-01-26,2025-01-20,Property,12,2024,USD,GMM,Expired
POL69693520,GRP73914,2023-10-19,2025-09-08,Life,23,2023,GBP,PAA,Cancelled
POL07231239,GRP55090,2022-06-17,2023-03-14,Motor,9,2022,EUR,GMM,Expired
POL25844482,GRP70213,2024-09-16,2027-08-02,Property,35,2024,USD,GMM,Expired
POL67037985,GRP33558,2021-11-22,2024-09-07,Health,34,2021,GBP,GMM,Expired
POL61561348,GRP86210,2021-12-05,2022-10-01,Health,10,2021,EUR,GMM,Active
POL06300272,GRP42894,2024-09-16,2025-12-10,Property,15,2024,GBP,GMM,Cancelled
POL23277305,GRP41450,2024-06-26,2025-08-20,Motor,14,2024,GBP,PAA,Expired
POL34914164,GRP71332,2025-08-21,2028-03-08,Life,31,2025,EUR,PAA,Expired
POL63159412,GRP44114,2020-05-21,2023-04-06,Property,35,2020,USD,GMM,Cancelled
POL09652326,GRP73680,2024-12-26,2027-02-14,Health,26,2024,EUR,PAA,Active
POL93311684,GRP15018,2021-09-09,2022-10-04,Motor,13,2021,USD,GMM,Active
POL14306887,GRP20189,2024-07-05,2026-01-26,Life,19,2024,USD,GMM,Cancelled
POL80751079,GRP52490,2021-01-05,2022-06-29,Property,18,2021,GBP,GMM,Active
POL30883224,GRP75307,2020-04-25,2022-06-14,Life,26,2020,GBP,PAA,Cancelled
POL82904260,GRP35431,2021-02-01,2022-04-27,Property,15,2021,GBP,PAA,Active
POL26909832,GRP18862,2024-02-21,2026-01-11,Property,23,2024,GBP,GMM,Active
POL30085778,GRP74975,2022-12-02,2024-03-26,Life,16,2022,GBP,GMM,Cancelled
POL22441023,GRP87219,2025-05-17,2027-05-07,Property,24,2025,USD,GMM,Expired
POL83957717,GRP52724,2021-03-05,2023-12-20,Health,34,2021,EUR,GMM,Active
POL00441577,GRP85475,2020-07-07,2023-02-22,Health,32,2020,GBP,GMM,Active
POL51682299,GRP81554,2022-03-06,2024-11-20,Health,33,2022,EUR,GMM,Cancelled
POL46209159,GRP21781,2024-04-26,2026-09-13,Health,29,2024,GBP,GMM,Cancelled
POL43495288,GRP09446,2025-11-23,2026-12-18,Health,13,2025,EUR,PAA,Active
POL59184962,GRP18031,2024-09-26,2025-03-25,Motor,6,2024,GBP,PAA,Active
POL46696745,GRP14671,2020-02-17,2021-09-09,Property,19,2020,USD,GMM,Expired
POL94382549,GRP12197,2018-07-11,2019-12-03,Health,17,2018,GBP,GMM,Cancelled
POL65397042,GRP71819,2022-09-01,2023-12-25,Property,16,2022,EUR,GMM,Cancelled
POL23617161,GRP48903,2024-09-25,2026-12-14,Property,27,2024,GBP,PAA,Expired
POL28302774,GRP53331,2021-04-28,2023-06-17,Property,26,2021,EUR,GMM,Cancelled
POL50533709,GRP02041,2025-02-01,2027-03-23,Health,26,2025,GBP,PAA,Cancelled
POL78531961,GRP75718,2022-06-20,2025-04-05,Motor,34,2022,USD,PAA,Active
POL74482104,GRP40938,2018-01-26,2018-08-24,Health,7,2018,USD,GMM,Cancelled
POL42978726,GRP31159,2020-05-10,2020-11-06,Property,6,2020,EUR,PAA,Expired
POL92293648,GRP86554,2019-05-06,2020-03-01,Life,10,2019,EUR,PAA,Cancelled
POL84585238,GRP52318,2025-01-19,2026-01-14,Life,12,2025,EUR,GMM,Active
POL90652562,GRP16715,2023-10-01,2026-02-17,Health,29,2023,USD,GMM,Expired
POL66125533,GRP76345,2021-11-26,2022-05-25,Life,6,2021,EUR,PAA,Expired
POL02286097,GRP93081,2018-03-23,2019-01-17,Health,10,2018,USD,PAA,Active
POL80219100,GRP57847,2025-08-11,2026-09-05,Property,13,2025,GBP,GMM,Expired
POL51153721,GRP29889,2019-02-08,2021-11-24,Motor,34,2019,GBP,GMM,Active
POL61485447,GRP73228,2024-07-19,2026-05-10,Life,22,2024,EUR,PAA,Cancelled
POL32884434,GRP30433,2018-11-06,2020-06-28,Health,20,2018,USD,PAA,Active
POL09264749,GRP45357,2023-11-30,2024-10-25,Life,11,2023,GBP,GMM,Cancelled
POL99530137,GRP31079,2021-12-03,2024-03-22,Motor,28,2021,EUR,PAA,Expired
POL03891595,GRP82873,2025-12-19,2027-11-09,Motor,23,2025,EUR,GMM,Active
POL98500349,GRP16535,2021-07-31,2023-11-18,Health,28,2021,GBP,PAA,Expired
POL64931936,GRP64822,2023-12-20,2025-05-13,Health,17,2023,GBP,PAA,Expired
POL55899695,GRP35215,2023-06-14,2025-05-04,Property,23,2023,USD,GMM,Active
POL59216416,GRP82757,2021-01-08,2023-07-27,Motor,31,2021,EUR,GMM,Expired
POL47919781,GRP66142,2021-11-14,2023-06-07,Life,19,2021,GBP,GMM,Expired
POL66944118,GRP96088,2021-07-21,2024-07-05,Motor,36,2021,GBP,GMM,Cancelled
POL99473438,GRP38793,2022-01-15,2024-01-05,Life,24,2022,GBP,PAA,Expired
POL38569589,GRP37302,2018-06-29,2021-01-14,Health,31,2018,USD,GMM,Active
POL37727923,GRP40350,2021-01-30,2022-04-25,Property,15,2021,EUR,GMM,Cancelled
POL56388616,GRP67773,2022-11-29,2023-07-27,Property,8,2022,USD,PAA,Cancelled
POL76771479,GRP84207,2023-06-17,2024-02-12,Motor,8,2023,GBP,GMM,Active
POL73209098,GRP07936,2019-12-22,2022-11-06,Motor,35,2019,GBP,GMM,Active
POL69703736,GRP92499,2024-05-07,2025-10-29,Motor,18,2024,USD,PAA,Cancelled
POL34161206,GRP56263,2023-04-01,2023-09-28,Motor,6,2023,GBP,GMM,Expired
POL61006876,GRP78673,2019-12-02,2022-10-17,Life,35,2019,GBP,PAA,Active
POL60455215,GRP23172,2020-02-04,2021-03-30,Property,14,2020,USD,GMM,Expired
POL02324041,GRP86388,2020-08-01,2021-02-27,Property,7,2020,USD,PAA,Cancelled
POL65109054,GRP04755,2025-08-18,2026-09-12,Motor,13,2025,GBP,GMM,Cancelled
POL53278370,GRP49568,2018-06-27,2020-03-18,Motor,21,2018,USD,PAA,Expired
POL45359636,GRP98211,2025-11-30,2027-05-24,Property,18,2025,USD,PAA,Cancelled
POL43989242,GRP89568,2018-02-07,2020-12-23,Health,35,2018,EUR,GMM,Active
POL27261588,GRP84354,2021-12-18,2023-11-08,Motor,23,2021,EUR,GMM,Active
POL23304672,GRP24469,2022-09-20,2024-02-12,Property,17,2022,EUR,GMM,Cancelled
POL02903640,GRP02610,2024-01-23,2026-05-12,Property,28,2024,EUR,GMM,Cancelled
POL85133513,GRP16160,2024-01-15,2026-09-01,Life,32,2024,USD,GMM,Cancelled
POL82814140,GRP07544,2021-09-01,2023-09-21,Health,25,2021,GBP,PAA,Cancelled
POL21177286,GRP13750,2018-09-01,2020-01-24,Motor,17,2018,GBP,GMM,Active
POL27700232,GRP26332,2025-02-11,2026-05-07,Property,15,2025,EUR,GMM,Cancelled
POL61469488,GRP73010,2022-01-06,2022-11-02,Life,10,2022,GBP,GMM,Active
POL03971873,GRP89887,2025-08-11,2026-11-04,Life,15,2025,USD,PAA,Cancelled
POL59097708,GRP55425,2018-10-28,2021-03-16,Motor,29,2018,EUR,PAA,Active
POL37616572,GRP87117,2021-09-25,2023-03-19,Motor,18,2021,GBP,GMM,Cancelled
POL89977706,GRP58378,2020-03-22,2021-01-16,Motor,10,2020,GBP,GMM,Active
POL78405495,GRP23117,2023-04-24,2024-01-19,Health,9,2023,GBP,GMM,Active
POL90229370,GRP45952,2023-04-12,2025-12-27,Property,33,2023,GBP,PAA,Active
POL04870654,GRP38378,2024-06-01,2027-01-17,Life,32,2024,USD,PAA,Active
POL53238294,GRP26120,2019-08-11,2021-12-28,Motor,29,2019,USD,PAA,Active
POL94104328,GRP14306,2021-06-09,2024-01-25,Life,32,2021,USD,PAA,Active
POL21933823,GRP71421,2018-02-11,2020-06-30,Motor,29,2018,USD,PAA,Expired
POL25815119,GRP21299,2024-01-03,2026-09-19,Health,33,2024,USD,PAA,Expired
POL48867762,GRP82559,2023-07-05,2026-06-19,Health,36,2023,USD,GMM,Active
POL99060145,GRP04246,2022-10-05,2024-09-24,Motor,24,2022,USD,GMM,Cancelled
POL16929870,GRP32891,2018-12-09,2020-12-28,Health,25,2018,EUR,GMM,Active
POL06543765,GRP49697,2022-02-27,2024-03-18,Life,25,2022,USD,GMM,Active
POL27021165,GRP13794,2019-05-06,2021-07-24,Life,27,2019,USD,GMM,Active
POL48551899,GRP49375,2024-07-28,2026-10-16,Motor,27,2024,USD,GMM,Active
POL71974509,GRP33798,2021-06-22,2022-06-17,Life,12,2021,GBP,PAA,Active
POL10197225,GRP72074,2018-08-20,2021-02-05,Life,30,2018,USD,GMM,Active
POL96654547,GRP33706,2025-08-25,2027-11-13,Property,27,2025,USD,GMM,Expired
POL43303233,GRP44835,2019-10-25,2020-11-18,Motor,13,2019,EUR,PAA,Active
POL11396271,GRP79166,2024-03-03,2026-06-21,Health,28,2024,EUR,PAA,Active
POL63273918,GRP41084,2021-09-11,2024-07-27,Health,35,2021,EUR,PAA,Cancelled
POL69651584,GRP27356,2021-12-22,2023-02-15,Motor,14,2021,USD,PAA,Expired
POL35728205,GRP57387,2022-08-01,2024-09-19,Health,26,2022,USD,PAA,Active
POL09446943,GRP11796,2023-07-29,2024-05-24,Life,10,2023,EUR,GMM,Cancelled
POL06726748,GRP83945,2023-03-24,2024-05-17,Life,14,2023,USD,PAA,Expired
POL91336084,GRP51191,2018-04-29,2019-04-24,Motor,12,2018,EUR,GMM,Cancelled
POL50515624,GRP67287,2018-11-25,2021-06-12,Health,31,2018,GBP,PAA,Cancelled
POL42059548,GRP20030,2021-08-13,2022-02-09,Health,6,2021,EUR,PAA,Cancelled
POL03264432,GRP97893,2019-08-07,2022-04-23,Life,33,2019,USD,PAA,Expired
POL84696017,GRP92295,2020-05-28,2020-12-24,Life,7,2020,USD,GMM,Expired
POL66403416,GRP86649,2018-04-16,2020-01-06,Life,21,2018,USD,GMM,Active
POL23250603,GRP13823,2024-10-22,2027-05-10,Health,31,2024,USD,PAA,Active
POL73739845,GRP65151,2018-04-28,2019-07-22,Life,15,2018,USD,PAA,Cancelled
POL86233497,GRP30737,2024-03-20,2026-03-10,Property,24,2024,GBP,PAA,Expired
POL50416595,GRP58490,2022-09-01,2025-03-19,Health,31,2022,USD,PAA,Cancelled
POL94079522,GRP89156,2021-06-16,2023-10-04,Health,28,2021,EUR,GMM,Expired
POL64736146,GRP51769,2021-11-07,2024-10-22,Motor,36,2021,GBP,PAA,Cancelled
POL81696865,GRP44208,2025-10-17,2027-09-07,Motor,23,2025,GBP,PAA,Cancelled
POL80011374,GRP68265,2023-06-24,2025-10-11,Motor,28,2023,GBP,GMM,Expired
POL19069664,GRP04852,2023-05-03,2024-02-27,Health,10,2023,GBP,GMM,Expired
POL61091356,GRP12944,2022-08-21,2025-04-07,Life,32,2022,EUR,PAA,Cancelled
POL59443049,GRP76595,2025-12-27,2028-01-16,Health,25,2025,USD,PAA,Active
POL66101089,GRP69502,2019-03-07,2021-12-21,Health,34,2019,USD,GMM,Active
POL35849078,GRP75215,2020-12-25,2022-11-15,Life,23,2020,USD,PAA,Active
POL53866899,GRP06870,2018-05-21,2020-04-10,Health,23,2018,USD,PAA,Cancelled
POL62855750,GRP84557,2023-10-13,2024-10-07,Motor,12,2023,GBP,GMM,Cancelled
POL77734729,GRP08127,2019-01-15,2021-04-04,Property,27,2019,USD,GMM,Active
POL80766986,GRP78097,2024-10-27,2027-03-16,Property,29,2024,EUR,PAA,Expired
POL16310222,GRP13653,2020-04-29,2022-10-16,Life,30,2020,GBP,GMM,Cancelled
POL80174623,GRP48538,2024-07-30,2027-02-15,Motor,31,2024,GBP,GMM,Cancelled
POL85106719,GRP68455,2024-12-10,2026-10-31,Property,23,2024,USD,PAA,Cancelled
POL07719055,GRP84561,2020-11-26,2021-06-24,Life,7,2020,EUR,GMM,Expired
POL39711233,GRP67444,2023-01-18,2024-02-12,Property,13,2023,USD,PAA,Active
POL44447930,GRP24781,2024-01-04,2024-08-01,Motor,7,2024,GBP,GMM,Expired
POL12833104,GRP24854,2025-03-03,2026-07-26,Health,17,2025,USD,GMM,Expired
POL84158095,GRP40866,2018-03-18,2020-06-05,Life,27,2018,GBP,PAA,Cancelled
POL24401136,GRP57540,2022-06-21,2024-10-08,Property,28,2022,USD,PAA,Active
POL82480975,GRP27875,2019-03-14,2021-03-03,Motor,24,2019,EUR,PAA,Active
POL68167904,GRP80701,2025-05-12,2027-01-02,Property,20,2025,EUR,GMM,Expired
POL39694135,GRP84455,2021-09-02,2022-10-27,Life,14,2021,GBP,PAA,Expired
POL67840387,GRP89619,2024-04-23,2026-10-10,Property,30,2024,GBP,PAA,Cancelled
POL09024796,GRP01115,2022-10-01,2024-04-23,Health,19,2022,USD,GMM,Active
POL98516615,GRP86178,2024-01-03,2026-12-18,Life,36,2024,USD,GMM,Active
POL88670183,GRP33235,2019-09-06,2021-02-27,Motor,18,2019,EUR,PAA,Expired
POL20835758,GRP23808,2021-07-23,2024-05-08,Health,34,2021,GBP,GMM,Expired
POL32968162,GRP43495,2019-09-01,2021-02-22,Property,18,2019,EUR,GMM,Expired
POL67016704,GRP48343,2021-08-25,2023-02-16,Property,18,2021,EUR,PAA,Active
POL54999729,GRP98662,2021-09-29,2022-05-27,Property,8,2021,EUR,PAA,Active
POL99660644,GRP73127,2021-01-16,2023-12-02,Life,35,2021,EUR,GMM,Cancelled
POL30293313,GRP16226,2022-08-28,2023-12-21,Life,16,2022,USD,PAA,Cancelled
POL08043857,GRP62151,2024-05-26,2027-04-11,Property,35,2024,GBP,GMM,Expired
POL32408125,GRP15129,2019-12-21,2022-10-06,Health,34,2019,EUR,PAA,Cancelled
POL11447865,GRP57350,2024-10-08,2026-07-30,Motor,22,2024,EUR,GMM,Cancelled
POL94485623,GRP26802,2024-06-13,2026-03-05,Motor,21,2024,EUR,GMM,Expired
POL16314146,GRP20688,2021-08-16,2024-07-31,Property,36,2021,GBP,GMM,Expired
POL35386412,GRP89120,2022-05-21,2023-01-16,Property,8,2022,USD,PAA,Active
POL39189302,GRP10829,2024-01-02,2026-08-19,Health,32,2024,EUR,GMM,Cancelled
POL30727581,GRP29377,2024-02-05,2026-03-26,Motor,26,2024,USD,PAA,Active
POL42592115,GRP14117,2020-02-16,2021-11-07,Property,21,2020,GBP,PAA,Cancelled
POL87346120,GRP41429,2020-12-12,2021-08-09,Motor,8,2020,EUR,PAA,Active
POL25236703,GRP94173,2023-01-13,2023-11-09,Health,10,2023,EUR,PAA,Active
POL65040676,GRP47162,2023-08-15,2026-06-30,Property,35,2023,USD,PAA,Expired
POL77744864,GRP53966,2023-02-23,2025-02-12,Life,24,2023,GBP,GMM,Expired
POL16490419,GRP44217,2019-10-12,2020-09-06,Health,11,2019,EUR,PAA,Cancelled
POL96355261,GRP55961,2025-05-10,2027-06-29,Motor,26,2025,USD,PAA,Expired
POL65462410,GRP73108,2019-06-24,2022-02-08,Property,32,2019,USD,PAA,Active
POL48120399,GRP91447,2022-01-15,2022-12-11,Health,11,2022,GBP,GMM,Active
POL51543533,GRP42362,2021-11-17,2023-02-10,Motor,15,2021,GBP,PAA,Cancelled
POL70183621,GRP55785,2019-02-20,2021-06-09,Health,28,2019,EUR,GMM,Cancelled
POL78833465,GRP22371,2022-11-19,2024-09-09,Health,22,2022,GBP,PAA,Expired
POL36921342,GRP06766,2021-08-24,2022-08-19,Motor,12,2021,GBP,GMM,Active
POL78541065,GRP54840,2018-12-01,2021-11-15,Life,36,2018,GBP,PAA,Active
POL67368445,GRP17493,2022-03-16,2024-08-02,Property,29,2022,EUR,GMM,Cancelled
POL29152167,GRP02470,2020-04-11,2021-09-03,Motor,17,2020,GBP,PAA,Expired
POL42597629,GRP21656,2024-08-06,2025-08-31,Property,13,2024,EUR,PAA,Expired
POL45975007,GRP40078,2022-09-23,2024-06-14,Property,21,2022,EUR,PAA,Active
POL16291155,GRP07109,2020-05-05,2021-10-27,Property,18,2020,GBP,PAA,Active
POL25467579,GRP43237,2023-06-27,2026-05-12,Life,35,2023,EUR,GMM,Expired
POL40804900,GRP68024,2023-03-18,2025-05-06,Motor,26,2023,GBP,PAA,Expired
POL76554844,GRP37805,2022-07-28,2023-08-22,Life,13,2022,EUR,GMM,Cancelled
POL06534565,GRP69735,2020-04-15,2022-12-31,Life,33,2020,USD,GMM,Active
POL36463724,GRP78354,2019-07-25,2021-05-15,Health,22,2019,EUR,GMM,Active
POL11527547,GRP63221,2020-02-09,2021-06-03,Property,16,2020,USD,GMM,Expired
POL80708168,GRP10003,2022-08-27,2024-11-14,Motor,27,2022,EUR,PAA,Expired
POL88510299,GRP87579,2023-12-22,2026-08-08,Property,32,2023,USD,PAA,Active
POL65980572,GRP55462,2021-05-17,2023-04-07,Life,23,2021,GBP,PAA,Cancelled
POL26143208,GRP03863,2020-08-12,2021-11-05,Health,15,2020,EUR,GMM,Active
POL34824226,GRP86616,2018-07-13,2019-09-06,Health,14,2018,EUR,GMM,Active
POL12709556,GRP80749,2018-08-15,2019-02-11,Motor,6,2018,GBP,GMM,Active
POL93086183,GRP72639,2021-02-02,2021-12-29,Property,11,2021,USD,GMM,Cancelled
POL15399267,GRP64704,2021-04-15,2023-05-05,Health,25,2021,GBP,PAA,Expired
POL85013321,GRP77558,2021-06-05,2022-01-01,Property,7,2021,EUR,GMM,Active
POL74950131,GRP69884,2021-11-27,2023-11-17,Motor,24,2021,EUR,GMM,Active
POL53960858,GRP22253,2022-11-09,2024-03-03,Life,16,2022,EUR,GMM,Cancelled
POL62728444,GRP06968,2020-04-20,2023-02-04,Property,34,2020,GBP,PAA,Active
POL53644971,GRP58703,2023-04-03,2024-12-23,Health,21,2023,EUR,PAA,Active
POL41552058,GRP61039,2020-05-28,2021-06-22,Health,13,2020,GBP,GMM,Cancelled
POL83160983,GRP30455,2018-09-24,2019-09-19,Property,12,2018,EUR,GMM,Expired
POL87554893,GRP87994,2021-06-12,2023-09-30,Life,28,2021,GBP,GMM,Active
POL77238084,GRP77906,2019-05-11,2021-05-30,Motor,25,2019,GBP,GMM,Cancelled
POL16366446,GRP42212,2023-11-28,2026-01-16,Motor,26,2023,USD,GMM,Cancelled
POL51764491,GRP38705,2021-05-13,2022-07-07,Motor,14,2021,GBP,PAA,Expired
POL16505474,GRP21873,2019-09-19,2021-01-11,Life,16,2019,USD,PAA,Active
POL12962181,GRP57289,2019-11-12,2021-10-02,Property,23,2019,GBP,PAA,Cancelled
POL54779039,GRP75590,2025-08-05,2027-03-28,Property,20,2025,GBP,PAA,Expired
POL16874167,GRP99761,2020-08-30,2023-03-18,Motor,31,2020,USD,PAA,Active
POL79381269,GRP00648,2021-06-09,2023-05-30,Health,24,2021,USD,PAA,Cancelled
POL47965499,GRP97767,2019-01-10,2020-10-31,Property,22,2019,EUR,GMM,Expired
POL21810503,GRP44982,2024-03-23,2024-09-19,Motor,6,2024,GBP,PAA,Active
POL11180004,GRP37570,2020-06-17,2022-08-06,Motor,26,2020,GBP,PAA,Active
POL84139563,GRP18594,2024-04-04,2025-12-25,Motor,21,2024,GBP,PAA,Cancelled
POL28287752,GRP04467,2025-01-26,2027-03-17,Life,26,2025,GBP,PAA,Cancelled
POL10213007,GRP31275,2023-06-17,2026-01-02,Life,31,2023,USD,PAA,Active
POL84257740,GRP25344,2020-03-18,2021-02-11,Motor,11,2020,EUR,GMM,Expired
POL56998889,GRP68885,2024-10-25,2025-09-20,Health,11,2024,EUR,PAA,Active
POL68018992,GRP35208,2019-03-10,2021-02-27,Property,24,2019,GBP,GMM,Cancelled
POL32426067,GRP15946,2018-03-04,2019-02-27,Motor,12,2018,GBP,PAA,Cancelled
POL49129830,GRP91315,2022-11-21,2023-10-17,Motor,11,2022,EUR,PAA,Expired
POL10752763,GRP15609,2022-10-14,2023-06-11,Life,8,2022,EUR,GMM,Cancelled
POL10618000,GRP59119,2021-10-14,2023-07-06,Property,21,2021,EUR,GMM,Active
POL73776339,GRP00973,2019-05-09,2021-07-27,Property,27,2019,EUR,GMM,Cancelled
POL31737928,GRP00794,2025-06-27,2026-09-20,Property,15,2025,USD,GMM,Active
POL71820095,GRP50129,2019-03-15,2019-11-10,Property,8,2019,EUR,PAA,Active
POL68022766,GRP40939,2020-01-29,2021-04-23,Motor,15,2020,EUR,GMM,Active
POL69762110,GRP53926,2019-06-02,2020-01-28,Motor,8,2019,GBP,GMM,Expired
POL88582861,GRP72194,2020-09-22,2022-05-15,Life,20,2020,GBP,PAA,Active
POL42701380,GRP70264,2023-12-30,2026-12-14,Motor,36,2023,EUR,PAA,Active
POL19145836,GRP30971,2025-08-15,2028-03-02,Motor,31,2025,EUR,PAA,Expired
POL03127066,GRP82990,2019-10-10,2020-08-05,Health,10,2019,EUR,GMM,Expired
POL99553322,GRP90655,2022-10-31,2023-08-27,Health,10,2022,EUR,PAA,Expired
POL03326285,GRP35672,2025-09-08,2027-01-01,Life,16,2025,EUR,GMM,Active
POL20782851,GRP88471,2021-09-12,2024-04-29,Health,32,2021,USD,PAA,Expired
POL26664949,GRP05068,2024-01-22,2026-09-08,Motor,32,2024,USD,PAA,Active
POL76188959,GRP79255,2018-04-17,2021-01-01,Property,33,2018,EUR,PAA,Cancelled
POL57760561,GRP18546,2021-10-09,2024-02-26,Property,29,2021,GBP,GMM,Expired
POL49835662,GRP18107,2018-05-16,2020-12-01,Life,31,2018,EUR,GMM,Active
POL59386115,GRP76594,2021-12-31,2024-01-20,Health,25,2021,USD,PAA,Cancelled
POL75392496,GRP47172,2018-09-15,2019-10-10,Motor,13,2018,USD,GMM,Active
POL01296129,GRP22112,2020-07-05,2022-07-25,Health,25,2020,EUR,GMM,Cancelled
POL24525153,GRP93242,2019-08-22,2020-03-19,Health,7,2019,GBP,GMM,Expired
POL00447778,GRP26715,2018-06-08,2020-09-25,Property,28,2018,USD,GMM,Active
POL39792426,GRP50963,2023-02-27,2025-12-13,Health,34,2023,EUR,PAA,Cancelled
POL63902449,GRP83137,2020-12-18,2022-07-11,Life,19,2020,USD,GMM,Active
POL26948296,GRP72019,2023-04-05,2025-10-21,Property,31,2023,EUR,GMM,Active
POL68523046,GRP04844,2021-05-28,2023-08-16,Motor,27,2021,EUR,PAA,Active
POL73498888,GRP64900,2021-12-18,2023-05-12,Health,17,2021,EUR,PAA,Active
POL46494017,GRP94647,2019-12-05,2020-10-30,Health,11,2019,USD,PAA,Cancelled
POL33970639,GRP27781,2021-05-15,2023-05-05,Health,24,2021,USD,PAA,Cancelled
POL91660749,GRP05316,2021-10-20,2023-12-09,Property,26,2021,USD,GMM,Active
POL55468456,GRP29837,2024-01-30,2026-09-16,Motor,32,2024,EUR,PAA,Expired
POL49820047,GRP38835,2025-07-10,2027-09-28,Health,27,2025,EUR,PAA,Expired
POL48495464,GRP12231,2019-04-14,2021-08-31,Motor,29,2019,USD,GMM,Cancelled
POL00184963,GRP86919,2019-02-26,2021-03-17,Motor,25,2019,GBP,PAA,Active
POL16329704,GRP19018,2020-12-22,2023-10-08,Motor,34,2020,USD,GMM,Expired
POL56756424,GRP24726,2024-05-15,2025-04-10,Motor,11,2024,USD,GMM,Active
POL87627978,GRP62862,2020-12-02,2023-04-21,Health,29,2020,USD,GMM,Cancelled
POL39674155,GRP40361,2021-06-23,2023-12-10,Property,30,2021,USD,PAA,Cancelled
POL83028017,GRP66058,2025-01-31,2027-11-17,Motor,34,2025,USD,GMM,Active
POL89084870,GRP28559,2023-08-12,2026-03-29,Life,32,2023,EUR,PAA,Cancelled
POL80358341,GRP97311,2021-01-15,2023-11-01,Health,34,2021,GBP,GMM,Cancelled
POL81041620,GRP80170,2019-12-26,2021-03-20,Motor,15,2019,USD,GMM,Active
POL56536444,GRP37867,2023-12-01,2025-08-22,Health,21,2023,USD,GMM,Cancelled
POL89145434,GRP03136,2018-12-04,2020-03-28,Life,16,2018,USD,PAA,Expired
POL61264960,GRP75520,2019-05-06,2020-09-27,Life,17,2019,EUR,GMM,Cancelled
POL42330216,GRP42175,2025-04-13,2027-01-03,Property,21,2025,GBP,PAA,Cancelled
POL87172476,GRP61864,2023-02-01,2024-12-22,Life,23,2023,GBP,GMM,Expired
POL76410730,GRP24184,2018-04-03,2020-10-19,Life,31,2018,EUR,PAA,Expired
POL50195540,GRP87607,2021-11-16,2022-12-11,Health,13,2021,EUR,PAA,Cancelled
POL47075832,GRP71701,2022-11-16,2024-07-08,Health,20,2022,EUR,GMM,Active
POL89430192,GRP14792,2023-04-24,2026-04-08,Motor,36,2023,USD,PAA,Cancelled
POL41894267,GRP03863,2024-03-01,2025-05-25,Property,15,2024,GBP,PAA,Active
POL44311771,GRP42093,2023-08-11,2025-09-29,Property,26,2023,GBP,GMM,Expired
POL30486923,GRP07164,2020-12-22,2023-11-07,Health,35,2020,EUR,GMM,Expired
POL45348840,GRP61639,2021-04-22,2023-04-12,Life,24,2021,GBP,GMM,Cancelled
POL73377831,GRP38325,2018-09-03,2020-12-21,Motor,28,2018,GBP,GMM,Active
POL24060393,GRP66063,2025-03-16,2026-06-09,Property,15,2025,USD,GMM,Cancelled
POL78109494,GRP89755,2021-07-09,2023-08-28,Life,26,2021,USD,GMM,Active
POL09761173,GRP11137,2024-10-31,2025-11-25,Health,13,2024,EUR,GMM,Cancelled
POL10269479,GRP36526,2022-03-01,2023-10-22,Life,20,2022,GBP,PAA,Expired
POL79474480,GRP79851,2021-07-19,2024-02-04,Life,31,2021,GBP,PAA,Cancelled
